District,PropertyType,Rooms,Furnished,Shareable,PetsAllowed,Elevator,SeniorFriendly,StudentOnly,Balcony,Parking,Size,Floor,RentalPeriod,AvailableFrom,MonthlyNetRent,Utilities,Deposit,PrepaidRent,MoveInPrice
"Herredsvejen,8832 Skals",House,3,False,False,False,False,False,False,False,False,100,0,,As soon as possible,4300,0,12900,0,17200
"Gl Skolevej,9500 Hobro",Apartment,3,False,False,False,False,True,False,False,True,73,0,,1 November 2021,6500,300,19500,6200,32500
"Store Kongensgade,1264 København",Apartment,4,False,False,True,False,False,False,False,False,134,2,,As soon as possible,22000,798,66000,0,88798
"Nørre Boulevard,4600 Køge",Apartment,3,False,False,False,False,False,False,False,True,116,0,,1 December 2021,12500,1000,37500,37500,88500
"Torslunde Bygade,2635 Ishøj",Room,1,True,False,False,False,False,False,False,False,14,0,,3 October 2021,3000,0,6000,0,9000
"Rantzausbakke,8700 Horsens",Apartment,3,False,True,True,False,False,False,False,True,82,0,,15 December 2021,9000,250,27000,0,36250
"Rantzausbakke,8700 Horsens",Apartment,4,False,True,True,True,True,False,True,True,97,1,,1 December 2021,9600,250,28800,0,38650
"Bag Elefanterne,1799 København",Apartment,3,False,False,False,True,False,False,True,False,167,3,,As soon as possible,26549,1810,79647,26549,134555
"Nørvang,6700 Esbjerg",Apartment,3,False,False,False,False,False,False,False,False,93,0,,1 December 2021,8500,500,25500,0,34500
"Dyrehovedgårds Alle,4220 Korsør",Apartment,2,False,False,False,False,False,False,False,False,60,2,,As soon as possible,4250,800,12750,4250,22050
"Nyborgvej,5550 Langeskov",Apartment,2,False,False,False,False,False,False,False,False,63,0,,1 December 2021,4900,0,14700,4900,24500
"Aarøsundvej,6100 Haderslev",Apartment,2,False,False,False,False,False,False,False,False,45,1,,1 November 2021,3200,600,9600,0,13400
"Richard Mortensens V,2300 København",Apartment,5,False,False,True,True,False,False,True,False,108,4,,As soon as possible,15600,0,31200,15600,62400
"Richard Mortensens V,2300 København",Apartment,5,False,False,True,True,False,False,True,False,108,4,,As soon as possible,15600,0,31200,15600,62400
"Rantzausbakke,8700 Horsens",Apartment,2,False,False,True,True,True,False,True,True,77,0,,1 December 2021,8000,250,24000,0,32250
"Rantzausbakke,8700 Horsens",Apartment,4,False,True,True,False,False,False,False,True,97,1,,1 December 2021,9600,250,28800,0,38650
"Rantzausbakke,8700 Horsens",Apartment,3,False,True,True,False,False,False,False,True,82,2,,15 December 2021,9000,250,27000,0,36250
"Else Alfelts Vej,2300 København",Apartment,4,False,False,True,True,False,False,True,False,110,4,,As soon as possible,14500,1300,29000,14500,59300
"Herluf Trolles Gade,9000 Aalborg",Apartment,2,False,False,True,False,False,False,False,False,62,3,,1 January 2022,4995,500,14985,4995,25475
"Møllevangen,2610 Rødovre",Apartment,3,False,True,False,True,False,False,False,True,77,2,,15 October 2021,11500,700,34500,11500,58200
"Sandvedvej,4250 Fuglebjerg",Apartment,3,False,False,True,False,False,False,False,True,53,2,,1 October 2021,4950,650,14850,4950,25400
"Bygmarken,7730 Hanstholm",Apartment,3,False,False,True,False,False,False,False,False,81,0,,1 December 2021,7019,472,0,0,26491
"Søndergade,8740 Brædstrup",Apartment,3,False,False,True,False,False,False,False,False,86,1,,1 November 2021,6825,212,0,0,36837
"Dronningensgade,8900 Randers",Apartment,2,False,False,True,False,False,False,False,False,69,1,,1 October 2021,6252,688,0,0,26340
"Teglvænget,9460 Brovst",Apartment,3,False,False,True,False,False,False,False,False,86,1,,1 November 2021,6571,143,0,0,24614
"Torsvej,9560 Hadsund",Apartment,2,False,False,True,False,False,False,False,False,66,0,,15 October 2021,5765,810,0,0,19715
"Allehelgensgade,4000 Roskilde",Townhouse,5,False,False,False,False,False,False,False,False,107,0,,30 December 2021,11900,1500,35700,23800,72900
"Tuborg Bakkedrag,2900 Hellerup",Apartment,4,False,False,False,True,False,False,True,True,157,1,,As soon as possible,30000,1650,90000,30000,151650
"Tuborg Bakkedrag,2900 Hellerup",Apartment,2,False,False,False,True,False,False,False,True,173,0,,As soon as possible,32000,1750,96000,32000,161750
"Tuborg Bakkedrag,2900 Hellerup",Apartment,4,False,False,False,True,False,False,True,True,148,2,,As soon as possible,30000,1550,90000,30000,151550
"Østergade,6040 Egtved",Apartment,3,False,False,False,False,True,False,False,True,60,0,,As soon as possible,4800,1150,6000,0,11950
"Dybbølgade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,True,True,60,1,,As soon as possible,5700,384,17100,5700,28884
"Bryggervangen,2100 København",Apartment,2,False,False,False,False,False,False,True,False,62,1,,1 November 2021,10000,0,30000,0,40000
"Vestergade,9760 Vrå",Apartment,2,False,False,False,False,False,False,False,False,59,2,,As soon as possible,3550,400,10650,0,14600
"Jernbanegade,9760 Vrå",Apartment,2,False,False,False,False,False,False,False,False,81,1,,As soon as possible,3200,350,9600,0,13150
"Agtrupvej,6000 Kolding",Apartment,3,False,True,False,False,False,False,False,True,79,1,,1 November 2021,6200,800,18600,6200,31800
"Storegade,6880 Tarm",Apartment,4,False,False,False,False,False,False,True,True,94,2,,As soon as possible,5200,0,15600,5200,26000
"Assenbækvej,9700 Brønderslev",Apartment,2,False,False,False,False,False,False,False,False,34,0,,1 October 2021,2200,700,6600,0,9500
"Ceresbyen,8000 Aarhus",Apartment,3,False,True,True,True,False,False,True,False,96,-1,,As soon as possible,13900,0,41700,13900,69500
"Granly Alle,6710 Esbjerg",Apartment,2,False,False,True,False,False,False,False,False,47,0,,As soon as possible,3980,650,11940,0,16570
"Vestergade,4581 Rørvig",Apartment,2,False,False,False,False,False,False,False,True,40,0,,1 December 2021,4000,1300,12000,12000,29300
"Bispensgade,9800 Hjørring",Apartment,3,False,False,False,False,False,False,False,True,83,0,,1 October 2021,6550,700,19650,0,26900
"Rughavevej,8800 Viborg",Apartment,4,False,True,False,False,False,False,True,False,91,2,,As soon as possible,5335,1045,0,0,15080
"Kamgårdsvej,5690 Tommerup",House,6,False,True,True,False,True,False,False,True,170,0,,1 January 2022,11000,2500,33000,33000,79500
"Blomsterlunden,8381 Aarhus",Apartment,3,False,True,False,False,False,False,True,True,75,1,,1 December 2021,8900,0,26700,8900,44500
"Kongebrogade,6000 Kolding",Apartment,4,False,False,False,False,False,False,True,True,120,2,,As soon as possible,7500,1500,22500,0,31500
"St. Tranegade,9240 Nibe",Apartment,3,False,False,False,False,False,False,False,False,85,0,,As soon as possible,5400,600,16200,5000,27200
"Falkenborgvej,3600 Frederikssund",Room,1,False,True,False,True,False,False,False,False,16,11,,As soon as possible,5000,0,5000,0,10000
"Damgade,6100 Haderslev",Apartment,3,False,False,False,False,False,False,False,True,66,2,,1 November 2021,4250,750,12750,0,17750
"Finderupvej,8000 Aarhus",Apartment,2,False,False,False,False,False,False,False,False,61,2,,1 November 2021,8600,550,25800,8600,43550
"Fredericiavej,7100 Vejle",Apartment,3,False,False,False,True,False,False,True,True,106,0,,As soon as possible,5980,900,17940,5980,30800
"Nejsvej,6310 Broager",Apartment,3,False,False,False,False,False,False,True,True,114,1,,1 December 2021,7000,0,21000,7000,35000
"Mandøvænget,8381 Aarhus",Room,1,True,False,False,False,False,False,False,False,11,0,,As soon as possible,2500,0,2500,0,5000
"Fiolstræde,1171 København",Apartment,4,False,True,False,False,False,False,False,False,159,4,,1 December 2021,27000,2300,81000,27000,137300
"Vesterbrogade,1620 København",Apartment,4,True,True,True,True,True,False,True,False,219,3,,As soon as possible,25950,2374,77850,25950,132124
"Fjordsgade,5000 Odense",Room,1,False,False,False,False,False,False,False,False,101,1,,As soon as possible,3355,0,7943,3355,14653
"Holbergsvej,7500 Holstebro",Townhouse,4,True,False,False,False,False,False,False,True,107,0,,As soon as possible,8900,0,26700,8900,44500
"Nordre Jernbanevej,3400 Hillerød",Apartment,3,False,False,False,True,True,False,True,True,91,0,,As soon as possible,11691,1024,35073,11691,59479
"Nordre Jernbanevej,3400 Hillerød",Apartment,4,False,False,False,True,True,False,True,True,107,1,,As soon as possible,13521,1204,40563,13521,68809
"Ved Kæret,2740 Skovlunde",Apartment,1,False,False,False,False,False,False,False,True,38,0,,As soon as possible,4000,500,12000,4000,20500
"Thorstedhøj,3600 Frederikssund",Apartment,4,False,False,True,False,False,False,False,True,119,0,,1 October 2021,16225,1000,48675,16225,82125
"Tordenskjoldsgade,8700 Horsens",Apartment,5,False,False,False,False,False,False,False,False,124,2,,As soon as possible,8850,1000,26550,8850,45250
"Baldersvej,8600 Silkeborg",House,5,False,False,False,False,False,False,False,False,216,0,,As soon as possible,14000,0,42000,14000,70000
"Kirkegårdsvej,8000 Aarhus",Apartment,2,False,False,False,True,False,False,True,True,67,0,,1 October 2021,8295,600,24885,8295,42075
"Elmevej,9900 Frederikshavn",Apartment,3,False,False,False,False,False,False,False,True,75,1,,1 October 2021,4249,700,12746,0,17695
"Seebladsgade,5000 Odense",Apartment,2,False,False,False,True,False,False,True,False,64,3,,1 November 2021,6950,600,20850,0,28400
"Odensevej,7400 Herning",Apartment,2,False,False,False,False,False,False,False,False,75,1,,15 November 2021,5750,500,17250,0,23500
"Hovedgaden,7190 Billund",Apartment,4,False,False,False,True,True,False,True,True,108,3,,1 June 2022,10584,0,31752,10584,52920
"Odensevej,5260 Odense",Apartment,3,False,True,False,False,False,False,False,True,76,1,,As soon as possible,5800,900,17400,5800,29900
"Tuborg Bakkedrag,2900 Hellerup",Apartment,4,False,False,False,True,False,False,True,True,157,5,,As soon as possible,38000,1650,114000,38000,191650
"Richard Mortensens Vej,2300 København",Apartment,5,False,False,True,False,False,False,False,False,106,1,,15 December 2021,15400,682,30800,15400,62282
"Richard Mortensens Vej,2300 København",Apartment,5,False,False,True,False,False,False,False,False,106,1,,15 December 2021,15400,1200,30800,15400,62800
"Richard Mortensens Vej,2300 København",Apartment,4,False,False,True,False,False,False,False,True,102,2,,15 December 2021,14400,1105,28800,14400,58705
"Richard Mortensens Vej,2300 København",Apartment,4,False,False,True,False,False,False,False,True,102,3,,15 December 2021,14500,1105,29000,14500,59105
"Herluf Trolles Gade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,True,False,60,3,,1 January 2022,6495,600,19485,0,26580
"Skovbrynet,2800 Kongens Lyngby",Apartment,1,False,False,False,True,False,False,False,True,37,2,,As soon as possible,8650,919,25950,8650,44169
"Salvænget,8983 Gjerlev J",Townhouse,2,False,False,True,False,False,False,False,False,67,0,,As soon as possible,4859,300,0,0,20159
"Skolevej,5874 Hesselager",Apartment,2,False,False,False,False,False,False,False,True,52,0,,As soon as possible,4500,0,13500,0,18000
"Landemærket,1119 København",Apartment,3,False,False,False,True,False,False,True,True,175,5,,As soon as possible,26000,1500,78000,0,105500
"Nørregade,6100 Haderslev",Apartment,2,False,False,True,False,False,False,True,False,85,1,,As soon as possible,5450,950,16350,5450,28200
"Gyldenbjergvej,4840 Nørre Alslev",House,4,False,True,True,False,False,False,True,True,359,0,,As soon as possible,11500,3190,34500,11500,60690
"Fredensgade,8700 Horsens",Apartment,4,False,True,False,False,False,False,False,False,120,3,,As soon as possible,7980,850,23940,0,32770
"Else Alfelts Vej,2300 København",Apartment,3,False,False,True,False,False,False,False,False,71,4,,1 November 2021,12700,850,38100,12700,64350
"Tuborg Havnepark,2900 Hellerup",Apartment,4,True,True,False,True,True,False,True,True,154,5,,1 January 2022,30000,1500,30000,0,61500
"Restrup Kærvej,9240 Nibe",Apartment,1,False,False,True,False,False,False,False,False,65,1,,As soon as possible,3500,1000,10500,0,15000
"Helgolandsgade,9000 Aalborg",Apartment,2,False,True,False,False,False,False,False,False,80,4,,1 October 2021,6495,700,19485,0,26680
"Østergade,7400 Herning",Apartment,2,False,False,False,False,False,False,False,True,51,2,,1 November 2021,5000,600,15000,0,20600
"Sifsgade,8230 Aarhus",Apartment,4,False,True,True,True,False,False,True,False,93,0,,As soon as possible,11100,1000,33300,11100,56500
"Haslevej,8230 Aarhus",Apartment,2,False,True,False,False,False,False,True,False,55,1,,1 October 2021,6495,500,19485,19485,45965
"Peder Skrams Gade,1054 København",Apartment,3,True,True,False,False,False,False,True,False,150,5,,As soon as possible,26000,1500,78000,0,105500
"Samsøgade,9000 Aalborg",Apartment,3,False,True,True,True,True,False,True,True,879,3,,1 October 2021,9418,250,28254,0,37922
"Sifsgade,8230 Aarhus",Apartment,4,False,True,True,True,False,False,True,False,88,1,,As soon as possible,11000,1000,33000,11000,56000
"Østergade,6700 Esbjerg",Apartment,2,False,True,False,False,False,False,False,False,58,3,,15 October 2021,4400,600,13200,0,18200
"Ny Østergade,1101 København",Apartment,4,False,True,False,True,False,False,False,False,128,4,,1 November 2021,26900,1280,80700,26900,135780
"Trøjborgvej,8200 Aarhus",Apartment,3,False,True,False,False,False,False,False,False,80,2,,15 October 2021,9300,900,26880,9300,46380
"Silkeborgvej,8000 Aarhus",Apartment,2,False,True,False,False,False,False,True,False,72,1,,1 October 2021,8500,0,25500,0,34000
"tværbommen,2820 Gentofte",Apartment,3,False,False,False,False,False,False,True,False,78,1,,As soon as possible,12500,700,37500,0,50700
"Eskebækparken,8660 Skanderborg",Apartment,1,False,False,False,False,False,False,False,True,38,1,,15 October 2021,3700,700,11100,7400,22900
"Baldersgade,8230 Aarhus",Apartment,4,False,False,False,False,False,False,False,False,108,2,,As soon as possible,12400,1050,37200,12400,63050
"Max Jørgensens Vej,6000 Kolding",Apartment,4,False,True,True,False,False,False,False,False,108,0,,As soon as possible,9200,320,0,0,55120
"Herningvej,8600 Silkeborg",Apartment,2,False,False,True,True,True,False,True,True,52,2,,15 October 2021,6300,0,18900,0,25200
"Borgm. Jørgensens V.,9000 Aalborg",Apartment,3,False,False,False,False,False,False,False,True,147,1,,1 December 2021,13473,1225,40419,13473,68590
"Fåreager,2680 Solrød Strand",Townhouse,5,False,False,True,False,False,False,False,False,126,0,,1 December 2021,14725,0,44175,14725,73625
"Ammitsbølvej,6040 Egtved",House,5,False,False,False,False,False,False,False,True,150,0,,15 October 2021,7485,1600,22455,0,31540
"Hedesøvej Nærheden,2640 Hedehusene",Townhouse,5,False,True,True,False,True,False,True,True,116,0,,1 December 2021,18349,800,55047,18349,92545
"Gudrunsvej,8220 Aarhus",Apartment,2,False,False,False,True,False,False,True,True,42,1,,1 October 2021,6295,350,18885,6295,31825
"Hedesøvej,2640 Hedehusene",Townhouse,5,False,True,True,False,True,False,True,True,122,0,,1 December 2021,18950,800,56850,18950,95550
"Baldersgade,8230 Aarhus",Apartment,3,False,False,False,False,False,False,False,False,103,0,,As soon as possible,11900,1050,35700,11900,60550
"Sdr. Højrupvejen,5750 Ringe",Apartment,3,False,False,False,False,False,False,False,False,101,0,,As soon as possible,5195,800,15585,5195,26775
"Søren Frichs Vej,8230 Aarhus",Apartment,2,False,True,False,False,False,False,False,False,57,4,,As soon as possible,7995,850,23985,0,32830
"Søren Frichs Vej,8230 Aarhus",Apartment,2,False,False,False,False,False,False,False,False,59,3,,15 November 2021,7995,850,23685,0,32530
"Søren Frichs Vej,8230 Aarhus",Apartment,4,False,True,False,False,False,False,False,False,100,5,,1 November 2021,11599,1250,34797,0,47646
"Adelgade,5000 Odense",Apartment,4,False,False,False,False,False,False,False,False,112,3,,1 January 2022,10990,765,32970,0,44725
"Baldersgade,8230 Aarhus",Apartment,2,False,False,False,True,False,False,False,False,63,0,,As soon as possible,8400,650,25200,8400,42650
"Ejby Møllevej,5220 Odense",Apartment,2,False,False,False,False,False,False,True,False,74,1,,1 December 2021,6956,828,20868,20686,49338
"Herningvej,8600 Silkeborg",Apartment,2,False,False,True,True,True,False,True,True,73,2,,15 October 2021,7800,0,23400,0,31200
"Toldbodgade,8600 Silkeborg",Townhouse,3,False,True,False,False,False,False,True,True,72,0,,1 December 2021,8250,0,24750,0,33000
"Gyngemose Parkvej,2860 Søborg",Apartment,4,False,True,True,False,False,False,False,False,98,5,,1 December 2021,14800,800,44400,14800,74800
"Vestre Havnepromenad,9000 Aalborg",Apartment,1,False,False,False,False,False,False,False,False,50,1,,As soon as possible,4185,614,0,0,20099
"Sankt Hans Vej,5700 Svendborg",Apartment,2,False,False,False,False,False,False,False,False,44,1,,1 November 2021,4100,600,12300,4100,21100
"Mosegårdshaven,2670 Greve",Townhouse,6,False,True,True,False,False,False,False,False,155,0,,1 February 2022,16995,0,50985,16995,84975
"Sankt Hans Vej,5700 Svendborg",Apartment,2,False,False,False,False,False,False,False,False,58,0,,1 December 2021,4900,600,14700,4900,25100
"Ketting Parkvej,8462 Harlev J",Townhouse,4,False,False,True,False,False,False,False,False,96,0,,1 January 2022,8995,0,26985,8995,44975
"Solsortvej,8900 Randers",Apartment,2,False,False,False,False,False,False,False,True,63,1,,15 October 2021,3950,800,11850,3950,20550
"Rosenholmvej,8543 Hornslet",House,4,False,False,True,False,False,False,False,True,144,0,,3 January 2022,10500,300,31500,31500,73800
"Mosegårdshaven,2670 Greve",Townhouse,4,False,True,True,False,False,False,False,True,123,0,,1 October 2021,15995,0,47985,15995,79975
"Smedegade,8700 Horsens",Apartment,3,False,False,False,False,False,False,False,False,72,2,,15 December 2021,5400,950,16200,10800,33350
"Jomfrustien,6100 Haderslev",Apartment,2,False,False,False,False,False,False,False,False,96,3,,As soon as possible,4995,300,14985,0,20280
"Tværbommen,2820 Gentofte",Apartment,3,False,False,False,True,True,False,True,True,83,0,,As soon as possible,15450,800,46350,46350,108950
"Taffelæblevej,2500 København",Apartment,4,False,False,False,True,False,False,True,True,98,2,,1 January 2022,13526,1065,54104,13526,82221
"Udbyhøjvej,8930 Randers",Apartment,4,False,True,False,False,False,False,False,True,128,1,,1 October 2021,5775,1000,17325,5775,29875
"Østerled,9370 Hals",Apartment,2,False,True,True,False,True,False,True,True,100,0,,As soon as possible,5000,800,15000,0,20800
"Gertrude Steins Vej,2300 København",Apartment,2,False,True,True,False,False,False,False,False,51,1,,1 April 2022,10300,550,30900,10300,52050
"Gertrude Steins Vej,2300 København",Apartment,2,False,True,True,False,False,False,False,False,51,2,,1 April 2022,10400,550,31200,10400,52550
"Gertrude Steins Vej,2300 København",Apartment,3,False,True,True,False,False,False,False,False,62,1,,1 April 2022,11100,650,33300,11100,56150
"Ørestads Boulevard,2300 København",Apartment,4,False,True,True,False,False,False,False,False,129,0,,1 April 2022,13700,1350,41100,13700,69850
"Gertrude Steins Vej,2300 København",Apartment,5,False,True,True,False,False,False,False,False,95,1,,1 April 2022,15700,1000,47100,15700,79500
"Nordre Farimagsvej,4700 Næstved",Apartment,2,False,False,False,False,False,False,False,False,42,1,,1 October 2021,5500,700,16500,16500,39200
"Søndergade,8700 Horsens",Apartment,2,False,False,False,True,False,False,True,False,114,3,,1 December 2021,7150,850,21450,0,29450
"Algade,9000 Aalborg",Apartment,3,False,False,False,False,False,False,True,False,114,1,,1 October 2021,10450,700,31350,10450,52950
"Algade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,True,False,140,2,,1 October 2021,12950,800,38850,12950,65550
"Algade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,True,False,140,3,,1 October 2021,12950,850,38850,12950,65600
"Gl Skolevej,9500 Hobro",Townhouse,2,False,False,False,False,False,False,False,True,46,0,,1 October 2021,3800,0,11400,3800,19000
"Søndergade,8700 Horsens",Apartment,4,False,False,False,True,False,False,False,False,135,2,,1 October 2021,7265,1250,21795,0,30310
"Bredegade,4200 Slagelse",Apartment,3,False,True,False,False,False,False,False,False,128,2,,15 October 2021,9990,1000,29970,9990,50950
"Randager,2620 Albertslund",Apartment,3,False,False,True,True,True,False,True,True,92,0,,As soon as possible,11995,0,35985,11995,59975
"Helgolandsgade,7500 Holstebro",Apartment,3,False,False,False,False,True,False,False,False,75,1,,1 December 2021,4900,0,14700,0,19600
"Kirke Alle,",Apartment,3,False,False,False,False,False,False,False,True,77,2,,As soon as possible,5628,0,0,0,22287
"Ordruphøjvej,2920 Charlottenlund",Apartment,4,False,False,False,True,False,False,False,True,146,2,,As soon as possible,27000,1700,81000,0,109700
"Ordruphøjvej,2920 Charlottenlund",Apartment,4,False,False,False,True,False,False,False,True,146,1,,As soon as possible,26000,2000,78000,0,106000
"Ordruphøjvej,2920 Charlottenlund",Apartment,4,False,False,False,True,False,False,False,True,146,2,,As soon as possible,27000,1700,81000,0,109700
"Skovbrynet,2800 Kongens Lyngby",Apartment,1,False,False,False,True,False,False,True,True,51,0,,1 October 2021,11200,1004,33600,11200,57004
"I.P. Jacobsens Vej,8230 Aarhus",Apartment,2,False,False,False,False,False,False,False,False,64,2,,1 November 2021,7450,400,22350,22350,52550
"Gl. Hadsundvej,8900 Randers",Apartment,2,False,False,False,False,False,False,True,True,60,2,,15 October 2021,3810,800,11430,3810,19850
"Ved Byskellet,8920 Randers",Apartment,2,False,False,True,False,False,False,False,False,82,1,,As soon as possible,4170,1278,0,0,22148
"Lundbyesgade,9000 Aalborg",Room,1,True,False,False,False,False,False,False,True,15,0,,As soon as possible,3500,0,0,0,3500
"Hovedgaden Vest,6500 Vojens",Apartment,3,False,False,False,False,True,False,False,True,88,0,,As soon as possible,4500,700,13500,0,18700
"Brahesbakke,8700 Horsens",Apartment,4,False,True,True,False,False,False,False,False,109,1,,1 October 2021,8831,319,0,0,55842
"Lundbyesgade,9000 Aalborg",Room,1,True,False,False,False,False,False,False,True,15,0,,As soon as possible,3500,0,0,0,3500
"Skt. Nicolaus Gade,8000 Aarhus",Apartment,2,False,False,False,True,True,False,False,False,51,2,,1 November 2021,8000,600,24000,24000,56600
"Søren Frichs Vej,8230 Aarhus",Apartment,4,False,True,True,False,False,False,False,False,114,5,,1 December 2021,14500,0,43500,0,58000
"Thit Jensens Gade,8000 Aarhus",Apartment,5,False,True,False,False,False,False,False,False,111,6,,1 November 2021,16100,430,48300,0,64830
"Søren Frichs Vej,8230 Aarhus",Apartment,3,False,True,True,False,False,False,False,False,85,1,,1 November 2021,10400,0,31200,0,41600
"Lindholmsvej,9400 Aalborg",Apartment,2,False,False,True,False,False,False,False,False,78,2,,1 October 2021,5995,750,17985,0,24730
"F. G. E. Rostrups Vej,8000 Aarhus",Room,1,False,False,False,False,False,False,False,False,7,1,,15 October 2021,2611,650,6000,0,9261
"F. G. E. Rostrups Vej,8000 Aarhus",Room,1,False,False,False,False,False,False,False,False,17,1,,1 November 2021,4621,750,8000,0,13371
"Thistedvej,9400 Aalborg",Apartment,3,False,False,False,False,False,False,False,True,70,1,,1 October 2021,6000,500,18000,0,24500
"Linå Bygade,8600 Silkeborg",Apartment,3,False,True,False,False,False,False,True,True,120,1,,As soon as possible,8300,1300,16600,8300,34500
"Kanslergade,5000 Odense",Apartment,3,False,False,False,True,False,False,True,True,105,2,,1 December 2021,9495,0,28485,9495,47475
"Algade,9000 Aalborg",Apartment,2,False,False,False,False,False,False,True,False,140,0,,1 October 2021,12950,800,38850,12950,65550
"Åparken,5800 Nyborg",Apartment,2,False,False,False,False,True,False,True,True,61,0,,1 November 2021,5500,0,16500,5500,27500
"Bispensgade,9800 Hjørring",Apartment,3,False,True,False,False,False,False,False,True,76,1,,As soon as possible,5200,600,15600,0,21400
"Storegade,6670 Holsted",Apartment,1,False,False,False,False,False,False,False,False,47,2,,As soon as possible,3260,550,9780,0,13590
"Grindstedvej,9310 Vodskov",House,4,False,False,False,False,False,False,False,True,170,0,,As soon as possible,6800,900,20400,0,28100
"Robert Jacobsens Vej,2300 København",Apartment,2,False,False,True,True,False,False,True,True,65,1,,1 December 2021,11450,704,34350,11450,57954
"R. Hougårds Vej,8960 Randers",Apartment,1,False,False,False,False,False,False,False,False,34,1,,1 October 2021,2584,500,7752,5168,16004
"Gudrundsvej,8220 Aarhus",Apartment,4,False,True,True,False,False,False,False,False,99,2,,15 October 2021,9295,800,27885,9295,47275
"Langelandsgade,8200 Aarhus",Apartment,2,False,True,False,False,False,False,False,False,71,0,,1 November 2021,7500,600,22500,7500,38100
"Vesterbro,5000 Odense",Apartment,3,False,True,False,True,False,False,True,False,80,3,,17 December 2021,8425,750,25275,25275,59725
"Kompagnigade,7800 Skive",Apartment,2,False,True,True,False,False,False,False,False,38,0,,1 December 2021,3436,500,10308,0,14244
"Voldgade,7800 Skive",Apartment,3,False,True,True,False,False,False,False,False,71,1,,1 December 2021,4175,650,12525,0,17350
"Thistedvej,9400 Aalborg",House,2,True,False,False,False,False,False,False,True,50,0,,1 November 2021,4500,500,13500,0,18500
"Brogade,8850 Bjerringbro",House,6,False,False,False,False,False,False,False,False,157,0,,1 December 2021,8900,0,26700,8900,44500
"Ahornvej,7183 Randbøl",House,2,False,True,True,False,False,False,False,False,63,0,,29 November 2021,4839,1070,0,0,21905
"Fårupled,7300 Jelling",Apartment,2,False,True,True,False,False,False,False,False,45,0,,1 November 2021,3599,450,0,0,14846
"Nybovej,7182 Bredsten",Apartment,1,False,False,False,False,False,False,False,False,32,0,,30 November 2021,1578,402,0,0,5328
"Vestergade,9800 Hjørring",Apartment,1,False,False,True,False,False,False,False,False,37,1,,15 October 2021,2901,350,0,0,11954
"Gerritsgade,5700 Svendborg",Apartment,2,False,False,False,False,False,False,False,False,53,2,,1 December 2021,4500,600,13500,0,18600
"Vestergade,9760 Vrå",Apartment,4,False,True,False,False,False,False,False,True,120,0,,1 December 2021,6400,800,19200,0,26400
"Teglholmsgade,2450 København",Apartment,4,False,True,True,False,False,False,False,False,98,3,,1 December 2021,15500,1100,46500,15500,78600
"Markmandsgade,2300 København",Apartment,4,False,False,False,False,False,False,True,False,118,5,,1 December 2021,18000,900,54000,0,72900
"Niels Kjeldsens Vej,7500 Holstebro",Apartment,1,False,False,False,False,False,False,False,False,30,0,,As soon as possible,3300,0,6000,0,9300
"Holstebrovej,7800 Skive",Apartment,1,False,False,False,False,False,False,False,False,49,1,,As soon as possible,3279,657,0,0,10736
"Grønlundvej,7330 Brande",Room,1,True,False,False,False,False,False,False,True,30,1,,As soon as possible,3200,0,6000,0,9200
"Nybrogade,4900 Nakskov",Apartment,4,False,False,False,False,False,False,False,False,115,2,,As soon as possible,4750,1500,14250,4750,25250
"Lyngvejen,4350 Ugerløse",Room,1,True,False,False,False,False,False,False,False,24,0,,1 October 2021,2500,400,7500,0,10400
"Torvegade,3000 Helsingør",Apartment,3,False,False,False,False,False,False,True,False,102,3,,As soon as possible,10900,1300,32700,21800,66700
"Jernbanegade,9500 Hobro",Apartment,4,False,True,False,False,False,False,False,False,113,1,,As soon as possible,7533,987,22599,0,31119
"Spiesgade,9400 Aalborg",Apartment,1,False,False,False,False,False,False,False,False,49,1,,1 December 2021,4598,550,13794,4598,23540
"Spiesgade,9400 Aalborg",Apartment,2,False,False,False,False,False,False,False,False,49,2,,1 October 2021,4598,550,13794,4598,23540
"Kridtsløjfen,9000 Aalborg",Apartment,2,False,False,False,True,False,False,True,True,66,2,,4 February 2022,7895,700,23685,7895,40175
"Carl Bertelsens Gade,8000 Aarhus",Apartment,2,False,True,False,False,False,False,True,False,66,1,,15 November 2021,8000,700,24000,24000,56700
"Baunegårdsvej,2900 Hellerup",House,5,False,False,False,False,False,False,True,True,180,0,,1 December 2021,27500,2700,82500,0,112700
"Hjørringvej,9900 Frederikshavn",House,2,False,False,True,False,False,False,False,False,80,0,,As soon as possible,4400,1200,13200,0,18800
"Overblikket,9000 Aalborg",Apartment,4,False,True,False,False,False,False,True,False,97,1,,2 January 2022,9295,400,27885,9295,46875
"Palleskærvej,9800 Hjørring",Apartment,2,False,False,False,False,False,False,False,False,60,0,,1 November 2021,3600,800,10800,0,15200
"Sjællandsgade,6700 Esbjerg",Apartment,3,False,False,True,False,False,False,False,False,85,0,,As soon as possible,7500,750,22500,0,30750
"Vestergade,9560 Hadsund",Apartment,3,False,False,False,False,True,False,True,True,93,0,,As soon as possible,4900,500,14700,4900,25000
